,Examples,Labels
20493,hey  mia go to bed deangeloredman live gt ,neutral
20494,had a gr sunday relaxing enjoying the beautiful weather good nite,surprise
20495,late news then its off for some much needed zgoodnight tweets,neutral
20496,dinner was awesome im so happy my mom enjoyed her bday i was able to spoil her yay lol,happiness
20497, hi i have uploaded  completely new chinese lessons on wyoutubecomchineselearn please feel free to watch and enjoy,neutral
20498, yeah it was great to be outside without rainsnow amp cold air love the sunny days,love
20499,if any one is looking for  he is now at  and if you dont know him yet follow him anyways good guy,neutral
20500, i knw maan i was gonna say the same thing we both would become omelettes and others would become chapathis,fun
20501, i did for years and then moved over to an ibm compatible would love to have both on my desk can you call me a techie,love
20502,,neutral
20503, ohmygosh i know that would make my night for sure lol goodnight,love
20504, thanks for the retweet poker is the best card game on earth,relief
20505,do you have a chronic illness blog let me know ill post your link on my own wptsiciblogspotcom,neutral
20506, dont ever turn off the part of your brain that talks crap thats where fun comes from,surprise
20507, that gave me a great smile nice way to end the day you are so right,happiness
20508,lovely night of steveo and family guy off to bed,happiness
20509, hi i have uploaded  completely new chinese lessons on wyoutubecomchineselearn please feel free to watch and enjoy,love
20510, am amp time for bed nite all,neutral
20511, i just wanted to say that you have the best screen name ever that is all,fun
20512,i still want a smartcar dont they have the most wonderful designs ever,neutral
20513,loves her some worship papers and had a fantastic day the lord is good and constantly surprises me,love
20514,ah the bank holiday shift at work what fun,relief
20515, lol  i could have written that  would be good to have  mondays this week then i might catch up x,worry
20516, and if you want to leave i can gurante you wont find nobody else like me,worry
20517, yeah i imagine you did,neutral
20518, is there a game ,neutral
20519, hi i have uploaded  completely new chinese lessons on wyoutubecomchineselearn please feel free to watch and enjoy,neutral
20520, excellent he will never know lmao,happiness
20521,wrapped up some htmljava work now spending the night dabbling in some flash intros,relief
20522,night night dollies you are al so amazing,worry
20523,im gonna eat some chips anybody want some hahaha,neutral
20524, that was sick i was like oh no shes gonna hit the kid which is probably the usual response i am oh so original,worry
20525,finished watching episode amp of ruby metaprogramming screencasts lots of cool tips great but need to more coding practices to master,neutral
20526, so the man behind the awesome macarena vid great work love it,love
20527,good mornin twitterers watching my first naruto of the day and it happens to be the th episode lovely juvely,love
20528, so wish i was there with ya but at am belgian time i was sleepingtime diff sucks take me there,worry
20529, more day,happiness
20530, hi i have uploaded  completely new chinese lessons on wyoutubecomchineselearn please feel free to watch and enjoy,happiness
20531,finally home for once after a dope ass week,anger
20532,ive been slacking on the blips but a nice mellow one before i go to sleep  ,relief
20533, awesome let us know how the cloud setup goes im very keen on trying it myself as well,relief
20534,yeah so prom night is now the craft good movie,fun
20535, fantastic love all things krautrock,love
20536, i like to support my friends its sad that im your only friend though,worry
20537,goin to bed wsmokey,empty
20538, thanks end up going to makino chaya,fun
20539,okay really going nowstop making me laugh like that,happiness
20540, woot,fun
20541,professional development is my favorite way to spend a beautiful monday afternoonnot,surprise
20542,joining twitter,neutral
20543,  of people between  yrs in dk is on facebook more profiles than citizens in that range where are you in dk and why,surprise
20544,kicking like crazy,fun
20545, ah haha thats exciting if i ever come to australia we are definitely gonna have a movie night fyi,worry
20546,morning just got my coffee,happiness
20547, im excited hust let me know when you want to go over to lucky tattoos,surprise
20548, milk gran torino bolt bride wars new in town yeah i got through a few damn i love longhaul,love
20549,to make a long day shorti did nothing d well i had some friends over they just left am we have been drinking since  smashed,love
20550,watching quotknowingquot and lovin it,love
20551,had a funny time at neball against plc score  what a game,love
20552,  hi guys guess who has twitter on her phone now me,worry
20553,  wow i didnt realise you were hami lol thanks for all the comments on my blog dude,surprise
20554,is so waking both of them up on my way back to sb good night america,neutral
20555,i am lol its just i got used  talkin  ya,worry
20556, neatza pe plantatie as usual,neutral
20557,morning all typical grey amp wet bank holiday mon so far today  off to photo gallery and paint gallery later may treat myself,neutral
20558, is new van a nice one,neutral
20559, lol i know but it was just so funny ahaha,love
20560, thanks i feel a lot better now but it hurt like hell good luck with the lousy student writing,relief
20561, u think i could call u tnite,neutral
20562, lol its on the right i gotta try when i get home im using it at work so the x is where it should be,neutral
20563,headed up to wmc for the day hopefully ill have enough time to swing by chinatown on the way home im in the mood for duck,happiness
20564,watched yes man it was good ,happiness
20565,trying to figure it out,worry
20566, yeah thats me i used my initials for my flickr account,neutral
20567,its a perfect day to throw back your head and kiss it all good bye  love it so cheerful  ,happiness
20568, thatd be likely bein that i lived on campus hai just moved back to the cov,love
20569,the top  words ive tweeted hug good people fun twitter  thats really quite nice,love
